Código;Município;URS;Micro;Macro;População;CODMICRO;CODMACRO;Carimbo de data/hora;Total acumulado de doses de vacina aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacina aplicadas (SEGUNDA DOSE - D2);Total acumulado de doses de vacina aplicadas (DOSE ÚNICA - DU);Total acumulado de doses de vacina aplicadas (PRIMEIRA Dose de REFORÇO);Total acumulado de doses de vacina aplicadas (SEGUNDA Dose de REFORÇO);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (SEGUNDA DOSE - D2)
313507;Jampruca;Governador Valadares;GOVERNADOR VALADARES;LESTE;5.502;31036;3106;03/05/2022 09:02;3.419;2.994;49;1.571;100;330;151
313510;Janaúba;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;72.961;31052;3108;03/05/2022 11:35;59.064;53.392;1.707;21.895;335;3.387;1.808
313520;Januária;Januária;JANUÁRIA;NORTE;68.741;31053;3108;29/04/2022 08:55;48.296;49.886;768;20.727;337;5.436;1.640
313530;Japaraíba;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;4.325;31087;3105;28/04/2022 15:33;3.965;3.812;156;2.277;170;338;248
313535;Japonvar;Januária;Brasília de Minas/S. Francisco;NORTE;8.734;31049;3108;02/05/2022 10:56;7.044;5.980;98;3.670;0;710;337
313540;Jeceaba;Barbacena;CONGONHAS;CENTRO SUL;5.222;31078;3102;03/05/2022 09:59;6.791;6.417;150;3.568;433;448;318
313545;Jenipapo de Minas;Diamantina;ARAÇUAÍ;JEQUITINHONHA;7.696;31064;3104;02/05/2022 07:18;5.382;4.892;85;2.652;0;467;213
313550;Jequeri;Ponte Nova;PONTE NOVA;LESTE DO SUL;12.644;31060;3110;03/05/2022 08:20;10.528;9.484;179;4.390;12;587;260
313560;Jequitaí;Montes Claros;CORAÇÃO DE JESUS;NORTE;7.696;31.050;3108;02/05/2022 10:20;6.087;5.144;111;3.264;180;245;240
313570;Jequitibá;Sete Lagoas;SETE LAGOAS;CENTRO;5.282;31.024;3103;12/04/2022 07:15;5.496;5.039;60;3.726;62;474;271
313580;Jequitinhonha;Pedra Azul;ALMENARA/JACINTO;NORDESTE;25.867;31094;3111;03/05/2022 11:13;18.347;16.388;1.012;9.219;1.003;1.576;1.153
313590;Jesuânia;Varginha;SÃO LOURENÇO;SUL;4.863;31008;3101;03/05/2022 07:47;4.340;4.125;60;2.622;154;355;269
313600;Joaíma;Pedra Azul;ALMENARA/JACINTO;NORDESTE;15.725;31094;3111;03/05/2022 08:52;10.922;10.352;140;6.563;448;1.242;792
313610;Joanésia;Coronel Fabriciano;IPATINGA;VALE DO AÇO;4.755;31037;3114;03/05/2022 10:02;3.753;3.505;85;2.071;196;209;99
313620;João Monlevade;Itabira;JOÃO MONLEVADE;CENTRO;80.073;31023;3103;03/05/2022 09:24;61.144;59.893;1.550;38.260;3.249;4.836;2.742
313630;João Pinheiro;Patos de Minas;JOÃO PINHEIRO;NOROESTE;49.745;31077;3109;29/04/2022 16:30;44.292;36.722;1.810;19.855;875;2.671;1.196
313640;Joaquim Felício;Montes Claros;BOCAIÚVA;NORTE;4.779;31083;3108;26/04/2022 11:10;3.333;3.052;60;2.032;32;327;156
313650;Jordânia;Pedra Azul;ALMENARA/JACINTO;NORDESTE;10.859;31094;3111;29/04/2022 09:13;6.532;5.604;115;2.735;148;367;158
313652;José Gonçalves de Minas;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;4.591;31027;3104;20/04/2022 14:36;3.680;2.576;65;1.459;0;263;88
313655;José Raydan;Governador Valadares;SANTA MARIA DO SUAÇUÍ;LESTE;5.085;31081;3106;03/05/2022 08:54;3.515;3.406;74;2.192;228;476;211
313657;Josenópolis;Montes Claros;FRANCISCO SÁ;NORTE;4.955;31051;3108;26/04/2022 10:25;2.774;2.581;30;1.274;39;271;83
313660;Nova União;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;5.822;31016;3103;06/04/2022 08:58;5.499;5.144;71;3.139;0;504;219
313665;Juatuba;Belo Horizonte;BETIM;CENTRO;27.428;31017;3103;25/04/2022 16:22;25.773;21.333;881;10.502;44;2.594;1.627
313670;Juiz de Fora;Juiz de Fora;JUIZ DE FORA;SUDESTE;566.081;31097;3107;29/04/2022 16:23;488.105;463.469;14.895;270.008;19.227;33.606;20.040
313680;Juramento;Montes Claros;MONTES CLAROS;NORTE;4.347;31084;3108;29/04/2022 11:08;3.310;3.130;60;2.157;137;269;214
313690;Juruaia;Alfenas;GUAXUPÉ;SUL;10.286;31002;3101;28/04/2022 14:17;9.372;8.450;189;5.777;377;707;482
313695;Juvenília;Januária;MANGA;NORTE;5.845;31076;3108;03/05/2022 07:44;4.636;4.404;65;2.356;87;505;266
313700;Ladainha;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;18.446;31099;3111;03/05/2022 07:07;11.150;10.386;150;5.416;0;1.130;616
313710;Lagamar;Patos de Minas;PATOS DE MINAS;NOROESTE;7.791;31057;3109;03/05/2022 08:49;6.142;5.670;168;3.697;241;248;148
313720;Lagoa da Prata;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;51.534;31087;3105;02/05/2022 08:26;43.353;37.898;1.075;18.741;1.066;2.740;1.106
313730;Lagoa dos Patos;Montes Claros;CORAÇÃO DE JESUS;NORTE;4.219;31.050;3108;27/04/2022 16:22;3.190;2.922;48;1.315;18;219;112
313740;Lagoa Dourada;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;13.086;31015;3102;02/05/2022 10:03;10.266;9.988;207;5.737;540;879;511
313750;Lagoa Formosa;Patos de Minas;PATOS DE MINAS;NOROESTE;18.089;31057;3109;02/05/2022 08:38;16.340;15.546;287;10.993;1.135;1.116;869
313753;Lagoa Grande;Patos de Minas;JOÃO PINHEIRO;NOROESTE;9.541;31077;3109;28/04/2022 10:28;7.053;6.545;142;3.356;178;436;211
313760;Lagoa Santa;Belo Horizonte;VESPASIANO;CENTRO;65.691;31025;3103;28/04/2022 09:23;47.646;45.129;1.150;24.279;1.114;3.879;2.110
313770;Lajinha;Manhuaçu;MANHUAÇU;LESTE DO SUL;20.367;31059;3110;26/04/2022 09:08;17.350;16.600;355;11.500;500;1.000;500
313780;Lambari;Varginha;SÃO LOURENÇO;SUL;20.970;31008;3101;03/05/2022 09:34;16.710;15.968;333;8.976;595;1.079;521
313790;Lamim;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;3.480;31079;3102;21/04/2022 08:12;3.254;3.118;65;2.351;226;295;240
313800;Laranjal;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;6.936;31044;3107;03/05/2022 07:58;5.671;5.392;136;3.193;113;348;193
313810;Lassance;Pirapora;PIRAPORA;NORTE;6.641;31055;3108;20/04/2022 11:29;6.189;5.598;80;2.794;4;442;138
313820;Lavras;Varginha;LAVRAS;SUL;102.019;31004;3101;03/05/2022 10:54;85.477;83.333;1.650;55.805;3.222;6.769;4.158
313830;Leandro Ferreira;Divinópolis;PARÁ DE MINAS;OESTE;3.293;31.032;3105;03/05/2022 10:43;2.780;2.699;60;2.296;66;252;147
313835;Leme do Prado;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;5.027;31027;3104;04/04/2022 16:05;3.403;3.134;110;1.978;0;471;186
313840;Leopoldina;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;53.307;31044;3107;03/05/2022 07:19;44.241;40.206;1.011;25.862;792;3.129;1.906
313850;Liberdade;Juiz de Fora;LIMA DUARTE;SUDESTE;5.313;31090;3107;03/05/2022 07:25;4.287;4.174;127;3.090;189;315;232
313860;Lima Duarte;Juiz de Fora;LIMA DUARTE;SUDESTE;16.843;31.090;3107;02/05/2022 10:27;15.656;14.986;305;11.028;1.074;1.246;915
313862;Limeira do Oeste;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;7.498;31071;3112;02/05/2022 18:41;7.544;6.881;280;4.022;206;480;340
313865;Lontra;Januária;Brasília de Minas/S. Francisco;NORTE;9.228;31049;3108;06/04/2022 09:04;7.616;6.694;70;3.921;0;959;176
313867;Luisburgo;Manhuaçu;MANHUAÇU;LESTE DO SUL;6.389;31059;3110;03/05/2022 07:11;5.527;5.390;83;2.637;203;376;241
313868;Luislândia;Januária;Brasília de Minas/S. Francisco;NORTE;6.762;31049;3108;02/05/2022 19:42;4.647;4.211;100;2.031;35;468;214
313870;Luminárias;Varginha;LAVRAS;SUL;5.582;31004;3101;28/03/2022 09:06;4.159;3.779;162;2.664;0;320;107
313880;Luz;Divinópolis;BOM DESPACHO;OESTE;18.559;31028;3105;02/05/2022 08:04;16.110;14.059;654;7.412;441;875;280
313890;Machacalis;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;7.248;31062;3111;02/05/2022 11:30;5.320;5.051;75;3.053;33;508;382
313900;Machado;Alfenas;ALFENAS/MACHADO;SUL;42.898;31001;3101;30/04/2022 15:49;34.003;30.783;914;19.280;831;2.486;1.470
313910;Madre de Deus de Minas;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;5.129;31015;3102;03/05/2022 09:03;4.641;4.272;117;2.846;290;350;224
313920;Malacacheta;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;19.008;31099;3111;03/05/2022 08:38;13.750;12.160;355;4.699;279;847;255
313925;Mamonas;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;6.576;31052;3108;29/04/2022 11:08;4.687;4.778;105;2.986;228;282;190
313930;Manga;Januária;MANGA;NORTE;18.816;31076;3108;03/05/2022 10:31;15.943;13.078;447;6.429;28;1.325;472
313940;Manhuaçu;Manhuaçu;MANHUAÇU;LESTE DO SUL;89.114;31059;3110;03/05/2022 11:10;75.237;69.870;3.705;32.418;1.779;3.921;1.830
313950;Manhumirim;Manhuaçu;MANHUAÇU;LESTE DO SUL;22.931;31059;3110;02/05/2022 08:45;16.266;15.323;752;8.009;452;1.040;528
313960;Mantena;Governador Valadares;MANTENA;LESTE;28.178;31038;3106;02/05/2022 15:50;20.040;15.792;730;7.164;446;1.030;224
313970;Maravilhas;Sete Lagoas;SETE LAGOAS;CENTRO;7.954;31024;3103;25/04/2022 13:38;6.110;5.357;115;3.849;40;389;131
313980;Mar de Espanha;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;12.673;31047;3107;02/05/2022 15:42;11.715;11.149;426;6.252;151;791;431
313990;Maria da Fé;Pouso Alegre;ITAJUBÁ;SUL;14.448;31003;3101;03/05/2022 07:52;11.421;11.044;244;7.806;558;1.033;656
314000;Mariana;Belo Horizonte;OURO PRETO;CENTRO;61.047;31022;3103;29/04/2022 13:57;55.896;52.222;1.700;33.697;674;4.762;2.829
314010;Marilac;Governador Valadares;GOVERNADOR VALADARES;LESTE;4.190;31036;3106;03/05/2022 08:47;3.461;3.134;116;1.257;14;257;132
314015;Mário Campos;Belo Horizonte;BETIM;CENTRO;14.928;31017;3103;26/04/2022 13:58;12.386;11.416;545;6.714;254;1.246;616
314020;Maripá de Minas;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;3.028;31047;3107;02/05/2022 10:28;3.060;3.079;70;2.451;338;264;199
314030;Marliéria;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;4.119;31035;3114;03/05/2022 09:49;3.651;3.422;70;1.719;237;273;146
314040;Marmelópolis;Pouso Alegre;ITAJUBÁ;SUL;2.816;31003;3101;08/04/2022 08:38;2.793;2.509;55;1.329;0;183;76
314050;Martinho Campos;Divinópolis;BOM DESPACHO;OESTE;13.444;31028;3105;02/05/2022 10:44;12.539;10.682;273;6.664;443;927;430
314053;Martins Soares;Manhuaçu;MANHUAÇU;LESTE DO SUL;8.566;31059;3110;03/05/2022 11:44;6.207;5.730;144;2.517;211;463;233
314055;Mata Verde;Pedra Azul;ALMENARA/JACINTO;NORDESTE;8.742;31094;3111;26/04/2022 08:56;5.902;5.652;95;2.452;68;463;229
314060;Materlândia;Diamantina;GUANHÃES;CENTRO;4.593;31.020;3103;18/04/2022 12:55;3.903;3.350;70;2.453;55;180;165
314070;Mateus Leme;Belo Horizonte;BETIM;CENTRO;31.052;31017;3103;03/05/2022 08:16;32.052;29.455;595;17.397;1.095;3.005;1.850
314080;Matias Barbosa;Juiz de Fora;JUIZ DE FORA;SUDESTE;14.539;31097;3107;03/05/2022 09:28;12.370;10.972;655;8.246;752;976;531
314085;Matias Cardoso;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;10.927;31052;3108;28/04/2022 18:56;9.090;8.421;198;4.556;120;1.107;890
314090;Matipó;Manhuaçu;MANHUAÇU;LESTE DO SUL;18.898;31059;3110;03/05/2022 10:43;14.884;12.218;217;5.076;250;709;238
314100;Mato Verde;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;12.714;31052;3108;26/04/2022 15:36;10.662;9.774;160;5.298;123;636;281
314110;Matozinhos;Belo Horizonte;VESPASIANO;CENTRO;38.159;31025;3103;02/05/2022 10:36;31.001;29.653;1.051;19.803;783;2.774;1.296
314120;Matutina;Patos de Minas;SÃO GOTARDO;NOROESTE;3.780;31082;3109;03/05/2022 09:40;3.576;3.520;103;2.836;396;269;233
314130;Medeiros;Divinópolis;FORMIGA;OESTE;3.855;31030;3105;27/04/2022 13:39;3.099;2.992;50;1.984;95;180;141
314140;Medina;Pedra Azul;ITAOBIM;NORDESTE;21.277;31065;3111;02/05/2022 11:19;15.966;15.609;220;10.322;949;1.521;977
314150;Mendes Pimentel;Governador Valadares;MANTENA;LESTE;6.584;31038;3106;03/05/2022 07:56;4.844;4.624;125;2.544;236;290;182
314160;Mercês;Ubá;UBÁ;SUDESTE;10.843;31048;3107;29/04/2022 16:02;9.114;8.553;189;4.960;359;681;371
314170;Mesquita;Coronel Fabriciano;IPATINGA;VALE DO AÇO;5.861;31037;3114;03/05/2022 08:07;4.230;3.913;70;2.526;281;339;250
314180;Minas Novas;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;32.087;31027;3104;03/05/2022 10:49;17.918;17.619;395;10.341;0;2.038;1.292
314190;Minduri;Varginha;SÃO LOURENÇO;SUL;3.968;31008;3101;27/04/2022 11:29;3.442;3.132;70;1.846;206;256;146
314200;Mirabela;Montes Claros;MONTES CLAROS;NORTE;13.681;31084;3108;25/04/2022 15:47;9.199;8.222;165;4.656;0;1.026;431
314210;Miradouro;Ubá;MURIAÉ;SUDESTE;10.889;31045;3107;29/04/2022 12:32;7.584;7.256;120;4.738;489;549;350
314220;Miraí;Ubá;MURIAÉ;SUDESTE;14.944;31.045;3107;02/05/2022 12:55;10.659;9.938;208;5.183;238;445;222
314225;Miravânia;Januária;MANGA;NORTE;4.976;31076;3108;28/04/2022 08:01;3.331;3.058;41;2.404;29;328;252
314230;Moeda;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;5.011;31016;3103;14/04/2022 14:16;4.499;3.764;102;1.506;110;383;214
314240;Moema;Divinópolis;BOM DESPACHO;OESTE;7.669;31.028;3105;30/04/2022 15:44;6.382;5.475;131;2.940;202;463;211
314250;Monjolos;Sete Lagoas;CURVELO;CENTRO;2.364;31019;3103;14/04/2022 15:10;1.880;1.823;35;1.376;58;155;69
314260;Monsenhor Paulo;Varginha;VARGINHA;SUL;8.741;31012;3101;03/05/2022 10:45;7.743;6.995;105;5.268;485;659;568
314270;Montalvânia;Januária;MANGA;NORTE;15.205;31076;3108;14/04/2022 10:02;11.524;10.208;175;6.001;40;1.141;385
314280;Monte Alegre de Minas;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;21.051;31075;3113;29/04/2022 11:21;16.426;14.924;319;8.904;801;1.229;553
314290;Monte Azul;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;21.302;31052;3108;02/05/2022 08:38;16.886;16.397;565;8.475;360;1.058;522
314300;Monte Belo;Alfenas;GUAXUPÉ;SUL;13.544;31002;3101;29/04/2022 09:07;12.792;11.568;367;7.566;574;776;389
314310;Monte Carmelo;Uberlândia;PATROCÍNIO/MONTE CARMELO;TRIÂNGULO DO NORTE;48.515;31074;3113;03/05/2022 09:52;42.239;40.944;984;29.678;2.231;3.364;2.827
314315;Monte Formoso;Pedra Azul;ITAOBIM;NORDESTE;4.998;31065;3111;29/04/2022 08:54;3.695;3.340;50;1.735;78;370;189
314320;Monte Santo de Minas;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;22.126;31.009;3101;02/05/2022 10:15;17.850;16.152;863;10.969;951;1.297;798
314330;Montes Claros;Montes Claros;MONTES CLAROS;NORTE;409.614;31084;3108;03/05/2022 11:38;343.148;316.470;7.999;140.145;4.733;21.578;8.450
314340;Monte Sião;Pouso Alegre;POUSO ALEGRE;SUL;23.550;31007;3101;02/05/2022 15:19;20.106;17.720;361;10.176;554;1.249;778
314345;Montezuma;Montes Claros;TAIOBEIRAS;NORTE;8.399;31085;3108;03/05/2022 08:21;5.261;4.702;83;2.710;2;380;40
314350;Morada Nova de Minas;Sete Lagoas;SETE LAGOAS;CENTRO;8.843;31024;3103;26/04/2022 07:14;7.506;7.365;188;5.654;380;608;379
314360;Morro da Garça;Sete Lagoas;CURVELO;CENTRO;2.610;31019;3103;20/04/2022 13:02;2.194;2.138;29;1.418;70;197;104
314370;Morro do Pilar;Itabira;ITABIRA;CENTRO;3.318;31021;3103;02/05/2022 08:22;2.984;2.475;25;1.443;194;292;80
314380;Munhoz;Pouso Alegre;POUSO ALEGRE;SUL;6.219;31007;3101;30/04/2022 22:23;5.175;4.854;95;2.188;80;359;188
314390;Muriaé;Ubá;MURIAÉ;SUDESTE;108.994;31045;3107;02/05/2022 08:26;84.952;78.867;3.024;40.861;2.202;4.599;1.871
314400;Mutum;Manhuaçu;MANHUAÇU;LESTE DO SUL;27.375;31.059;3110;03/05/2022 09:25;23.102;20.068;310;9.412;1;1.284;443
314410;Muzambinho;Alfenas;GUAXUPÉ;SUL;21.142;31002;3101;29/04/2022 08:28;19.706;18.395;306;11.161;795;1.349;741
314420;Nacip Raydan;Governador Valadares;GOVERNADOR VALADARES;LESTE;3.279;31036;3106;03/05/2022 08:46;2.156;1.857;120;1.367;167;180;139
314430;Nanuque;Teófilo Otoni;NANUQUE;NORDESTE;41.495;31066;3111;02/05/2022 08:25;30.832;26.448;769;11.818;784;1.585;624
314435;Naque;Coronel Fabriciano;IPATINGA;VALE DO AÇO;7.019;31037;3114;29/04/2022 16:20;4.321;3.920;85;1.841;21;335;128
314437;Natalândia;Unaí;UNAÍ;NOROESTE;3.376;31058;3109;18/04/2022 16:18;3.033;2.926;63;1.446;66;243;96
314440;Natércia;Pouso Alegre;POUSO ALEGRE;SUL;4.820;31.007;3101;18/04/2022 15:58;4.228;4.186;75;3.323;57;254;139
314450;Nazareno;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;8.542;31015;3102;06/04/2022 15:28;7.185;6.874;329;4.195;0;562;250
314460;Nepomuceno;Varginha;LAVRAS;SUL;27.157;31004;3101;03/05/2022 07:19;21.480;20.809;628;13.229;944;1.811;1.127
314465;Ninheira;Montes Claros;TAIOBEIRAS;NORTE;10.489;31085;3108;02/05/2022 10:45;8.131;7.101;110;4.190;68;622;288
314467;Nova Belém;Governador Valadares;MANTENA;LESTE;3.298;31038;3106;03/05/2022 09:22;2.824;2.834;40;1.408;33;276;179
314470;Nova Era;Itabira;JOÃO MONLEVADE;CENTRO;17.974;31.023;3103;03/05/2022 08:40;14.230;13.130;767;9.023;579;1.130;840
314480;Nova Lima;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;95.043;31016;3103;29/04/2022 10:29;88.689;83.993;1.832;48.663;2.789;6.446;3.249
314490;Nova Módica;Teófilo Otoni;ITAMBACURI;NORDESTE;3744;31096;3111;01/04/2022 07:30;22/11/1907 00:00;2.787;75;1.388;0;268;116
314500;Nova Ponte;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;15.822;31075;3113;03/05/2022 10:41;12.536;11.739;362;5.188;169;893;519
314505;Nova Porteirinha;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;7.646;31052;3108;03/05/2022 11:43;5.981;4.818;125;1.832;27;626;152
314510;Nova Resende;Passos;PASSOS;SUL;16.669;31092;3101;28/04/2022 11:15;13.643;14.027;171;7.529;388;1.131;534
314520;Nova Serrana;Divinópolis;PARÁ DE MINAS;OESTE;101.019;31.032;3105;02/05/2022 09:08;74.732;68.766;2.695;20.395;154;5.334;1.977
314530;Novo Cruzeiro;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;31.935;31099;3111;03/05/2022 10:31;21.534;20.542;613;13.319;845;2.504;1.878
314535;Novo Oriente de Minas;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;10.957;31099;3111;03/05/2022 10:55;7.817;6.036;95;1.804;0;576;149
314537;Novorizonte;Montes Claros;SALINAS;NORTE;5.397;31.098;3108;28/04/2022 15:56;4.095;3.898;50;1.924;0;215;35
314540;Olaria;Juiz de Fora;LIMA DUARTE;SUDESTE;1.887;31090;3107;26/04/2022 13:37;1.964;1.869;41;1.323;65;149;91
314545;Olhos-d'Água;Montes Claros;BOCAIÚVA;NORTE;6.201;31083;3108;02/05/2022 09:58;4.290;4.044;130;2.002;94;484;269
314550;Olímpio Noronha;Varginha;SÃO LOURENÇO;SUL;2.837;31008;3101;03/05/2022 07:45;2.349;2.306;49;1.590;204;159;75
314560;Oliveira;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;42.461;31088;3105;02/05/2022 07:58;34.538;33.484;1.192;24.363;2.359;2.518;1.557
314570;Oliveira Fortes;Juiz de Fora;SANTOS DUMONT;SUDESTE;2.190;31046;3107;26/04/2022 09:55;1.907;1.889;50;1.589;48;119;102
314580;Onça de Pitangui;Divinópolis;PARÁ DE MINAS;OESTE;3.172;31032;3105;02/05/2022 11:53;2.581;2.198;40;1.665;56;256;137
314585;Oratórios;Ponte Nova;PONTE NOVA;LESTE DO SUL;4.742;31060;3110;02/05/2022 15:34;3.959;3.983;70;2.809;159;417;298
314587;Orizânia;Manhuaçu;CARANGOLA;SUDESTE;7.980;31042;3107;03/05/2022 07:21;6.010;5.707;77;2.487;38;366;145
314590;Ouro Branco;Barbacena;CONGONHAS;CENTRO SUL;39.591;31078;3102;03/05/2022 07:36;33.911;34.246;825;23.435;784;2.720;1.762
314600;Ouro Fino;Pouso Alegre;POUSO ALEGRE;SUL;33.678;31.007;3101;26/04/2022 08:56;29.330;27.109;608;15.638;1.519;1.707;1.025
314610;Ouro Preto;Belo Horizonte;OURO PRETO;CENTRO;75.663;31022;3103;30/04/2022 15:25;71.331;67.230;3.817;50.731;3.162;5.610;3.661
314620;Ouro Verde de Minas;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;6.120;31099;3111;28/04/2022 11:26;5.327;4.927;105;2.368;155;359;161
314625;Padre Carvalho;Montes Claros;SALINAS;NORTE;6.495;31098;3108;27/04/2022 09:13;3.863;3.174;60;1.604;32;439;199
314630;Padre Paraíso;Teófilo Otoni;PADRE PARAÍSO;NORDESTE;20.525;31067;3111;03/05/2022 10:40;13.011;12.505;230;4.924;117;844;211
314640;Paineiras;Sete Lagoas;SETE LAGOAS;CENTRO;4.581;31024;3103;20/04/2022 12:12;3.860;3.807;81;2.857;316;283;143
314650;Pains;Divinópolis;FORMIGA;OESTE;8.440;31030;3105;25/04/2022 14:36;6.895;6.808;213;5.334;280;497;328
314655;Pai Pedro;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;6.217;31052;3108;25/04/2022 08:21;4.932;4.530;45;3.486;39;381;224
314660;Paiva;Barbacena;BARBACENA;CENTRO SUL;1.553;31013;3102;03/05/2022 07:47;1.426;1.259;25;1.135;135;126;93
314670;Palma;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;6.744;31044;3107;19/04/2022 16:52;5.244;5.027;111;3.298;48;380;243
314675;Palmópolis;Pedra Azul;ALMENARA/JACINTO;NORDESTE;5.864;31094;3111;29/04/2022 10:19;5.244;5.353;125;3.191;128;452;199
314690;Papagaios;Sete Lagoas;SETE LAGOAS;CENTRO;15.788;31024;3103;02/05/2022 13:57;11.726;10.751;200;5.316;181;941;441
314700;Paracatu;Unaí;UNAÍ;NOROESTE;93.334;31058;3109;03/05/2022 09:40;72.682;68.227;3.210;36.052;1.132;5.790;2.503
314710;Pará de Minas;Divinópolis;PARÁ DE MINAS;OESTE;94.138;31032;3105;02/05/2022 07:44;74.961;68.548;2.375;39.476;2.237;5.414;2.283
314720;Paraguaçu;Alfenas;ALFENAS/MACHADO;SUL;21.739;31.001;3101;03/05/2022 10:36;18.245;17.071;369;2.853;0;1.538;1.137
314730;Paraisópolis;Pouso Alegre;ITAJUBÁ;SUL;21.184;31003;3101;02/05/2022 12:35;17.561;16.703;400;10.465;438;1.068;710
314740;Paraopeba;Sete Lagoas;SETE LAGOAS;CENTRO;24.934;31024;3103;03/05/2022 12:40;19.101;19.191;1.251;14.194;633;1.602;942
314750;Passabém;Itabira;ITABIRA;CENTRO;1.740;31021;3103;28/04/2022 07:13;1.523;1.542;80;1.182;152;138;51
314760;Passa Quatro;Varginha;SÃO LOURENÇO;SUL;16.608;31008;3101;03/05/2022 12:54;13.814;13.091;265;9.478;548;1.073;540
314770;Passa Tempo;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;8.222;31088;3105;27/04/2022 09:38;6.747;7.131;85;4.745;96;454;240
314780;Passa-Vinte;Juiz de Fora;LIMA DUARTE;SUDESTE;2.071;31090;3107;30/04/2022 10:20;1.972;1.933;39;1.709;113;162;111
314790;Passos;Passos;PASSOS;SUL;114.924;31092;3101;29/04/2022 09:07;92.077;82.745;2.290;51.160;2.104;6.636;3.451
314795;Patis;Januária;Brasília de Minas/S. Francisco;NORTE;6.081;31.049;3108;19/04/2022 08:22;4.650;4.112;110;998;0;552;0
314800;Patos de Minas;Patos de Minas;PATOS DE MINAS;NOROESTE;152.264;31057;3109;02/05/2022 12:39;138.257;126.114;4.304;91.644;5.826;8.924;4.712
314810;Patrocínio;Uberlândia;PATROCÍNIO/MONTE CARMELO;TRIÂNGULO DO NORTE;90.930;31074;3113;28/04/2022 10:30;77.547;63.725;3.386;49.032;3.965;6.220;4.265
314820;Patrocínio do Muriaé;Ubá;MURIAÉ;SUDESTE;5.788;31.045;3107;28/04/2022 08:51;5.241;4.635;70;2.175;167;330;149
314830;Paula Cândido;Ponte Nova;VIÇOSA;LESTE DO SUL;9.644;31061;3110;25/04/2022 07:19;7.999;7.805;160;6.201;595;657;501
314840;Paulistas;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;4.924;31080;3106;03/05/2022 09:37;3.995;3.891;71;2.767;276;404;202
314850;Pavão;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;8.668;31062;3111;27/04/2022 14:38;5.845;5.407;91;3.191;88;508;278
314860;Peçanha;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;17.929;31080;3106;03/05/2022 07:53;12.123;11.541;368;7.434;565;1.243;860
314870;Pedra Azul;Pedra Azul;PEDRA AZUL;NORDESTE;24.664;31.068;3111;02/05/2022 10:50;16.784;16.133;475;10.469;462;1.691;1.196
314875;Pedra Bonita;Manhuaçu;CARANGOLA;SUDESTE;7.226;31042;3107;03/05/2022 10:46;5.258;4.921;127;1.776;59;282;122
