Código;Município;URS;Micro;Macro;População;CODMICRO;CODMACRO;Carimbo de data/hora;Total acumulado de doses de vacina aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacina aplicadas (SEGUNDA DOSE - D2);Total acumulado de doses de vacina aplicadas (DOSE ÚNICA - DU);Total acumulado de doses de vacina aplicadas (PRIMEIRA Dose de REFORÇO);Total acumulado de doses de vacina aplicadas (SEGUNDA Dose de REFORÇO);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (SEGUNDA DOSE - D2)
310010;Abadia dos Dourados;Uberlândia;PATROCÍNIO/MONTE CARMELO;TRIÂNGULO DO NORTE;7.055;31074;3113;03/05/2022 10:06;6.069;5.483;126;3.503;185;300;239
310020;Abaeté;Sete Lagoas;SETE LAGOAS;CENTRO;23.692;31024;3103;03/05/2022 09:52;20.171;18.367;499;10.330;796;1.111;443
310030;Abre Campo;Manhuaçu;MANHUAÇU;LESTE DO SUL;13.839;31059;3110;03/05/2022 11:09;10.929;10.014;440;5.708;120;732;417
310040;Acaiaca;Ponte Nova;PONTE NOVA;LESTE DO SUL;4.069;31060;3110;30/04/2022 10:48;3.987;3.543;229;1.849;39;315;185
310050;Açucena;Coronel Fabriciano;IPATINGA;VALE DO AÇO;9.921;31037;3114;03/05/2022 08:04;7.027;6.807;255;4.547;424;571;391
310060;Água Boa;Governador Valadares;SANTA MARIA DO SUAÇUÍ;LESTE;13.712;31081;3106;03/05/2022 11:41;10.611;10.675;275;6.233;524;959;678
310070;Água Comprida;Uberaba;UBERABA;TRIÂNGULO DO SUL;2.030;31072;3112;02/05/2022 09:32;2.002;2.023;40;1.438;146;179;102
310080;Aguanil;Divinópolis;CAMPO BELO;OESTE;4.568;31089;3105;18/04/2022 20:56;4.163;3.930;105;2.719;178;346;176
310090;Águas Formosas;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;19.401;31062;3111;03/05/2022 11:55;14.515;13.618;442;6.453;162;1.232;617
310100;Águas Vermelhas;Pedra Azul;PEDRA AZUL;NORDESTE;13.488;31.068;3111;02/05/2022 07:55;10.047;9.500;205;5.285;185;1.062;644
310110;Aimorés;Governador Valadares;RESPLENDOR;LESTE;25.657;31.040;3106;03/05/2022 11:46;19.909;18.238;669;10.590;932;1.356;851
310120;Aiuruoca;Varginha;SÃO LOURENÇO;SUL;6.098;31008;3101;03/05/2022 06:20;5.257;4.856;82;3.287;351;332;243
310130;Alagoa;Varginha;SÃO LOURENÇO;SUL;2.669;31008;3101;03/05/2022 09:16;2.263;2.633;45;2.020;179;188;154
310140;Albertina;Pouso Alegre;POÇOS DE CALDAS;SUL;3.041;31.006;3101;02/05/2022 11:18;2.746;2.453;47;1.417;130;214;121
310150;Além Paraíba;Leopoldina;ALÉM PARAÍBA;SUDESTE;36.277;31041;3107;27/04/2022 09:36;28.424;25.029;1.245;21.409;653;2.291;1.236
310160;Alfenas;Alfenas;ALFENAS/MACHADO;SUL;80.163;31001;3101;25/04/2022 10:56;68.105;60.036;2.602;37.364;1.918;4.782;2.239
310163;Alfredo Vasconcelos;Barbacena;BARBACENA;CENTRO SUL;7.031;31013;3102;29/04/2022 13:24;5.202;5.149;110;3.869;0;543;352
310170;Almenara;Pedra Azul;ALMENARA/JACINTO;NORDESTE;41.704;31094;3111;18/04/2022 15:50;33.188;28.742;728;12.386;251;2.139;747
310180;Alpercata;Governador Valadares;GOVERNADOR VALADARES;LESTE;7.481;31036;3106;03/05/2022 08:35;6.339;5.273;126;2.801;142;427;126
310190;Alpinópolis;Passos;PASSOS;SUL;20.161;31092;3101;02/05/2022 13:22;15.571;15.117;326;9.132;559;1.300;809
310200;Alterosa;Alfenas;ALFENAS/MACHADO;SUL;14.638;31001;3101;02/05/2022 09:26;11.883;11.350;465;7.309;531;883;516
310205;Alto Caparaó;Manhuaçu;MANHUAÇU;LESTE DO SUL;5.835;31059;3110;30/04/2022 15:09;4.595;4.083;77;1.537;87;133;60
310210;Alto Rio Doce;Barbacena;BARBACENA;CENTRO SUL;11.259;31013;3102;03/05/2022 08:18;10.164;9.683;130;5.784;499;731;411
310220;Alvarenga;Governador Valadares;RESPLENDOR;LESTE;4.005;31040;3106;03/05/2022 08:03;4.056;3.626;92;1.865;180;318;194
310230;Alvinópolis;Ponte Nova;PONTE NOVA;LESTE DO SUL;15.514;31060;3110;03/05/2022 08:49;13.453;13.266;270;8.526;401;983;616
310240;Alvorada de Minas;Diamantina;SERRO;JEQUITINHONHA;3.674;31095;3104;03/05/2022 10:49;3.794;3.462;84;2.080;4;427;217
310250;Amparo do Serra;Ponte Nova;PONTE NOVA;LESTE DO SUL;4.815;31060;3110;28/04/2022 11:26;4.066;3.882;122;2.591;109;352;175
310260;Andradas;Pouso Alegre;POÇOS DE CALDAS;SUL;40.566;31.006;3101;02/05/2022 07:14;35.089;31.592;1.409;20.471;1.152;2.466;1.409
310270;Cachoeira de Pajeú;Pedra Azul;PEDRA AZUL;NORDESTE;9.586;31.068;3111;29/04/2022 11:39;6.142;6.141;140;3.970;253;508;360
310280;Andrelândia;Juiz de Fora;LIMA DUARTE;SUDESTE;12.473;31090;3107;02/05/2022 09:23;10.604;9.551;301;7.844;786;876;499
310285;Angelândia;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;8.546;31.099;3111;12/04/2022 07:28;6.007;5.127;77;1.830;0;521;103
310290;Antônio Carlos;Barbacena;BARBACENA;CENTRO SUL;11.816;31013;3102;03/05/2022 11:14;9.188;8.972;145;6.460;490;816;567
310300;Antônio Dias;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;9.509;31035;3114;02/05/2022 11:13;7.376;7.178;169;4.092;187;472;191
310310;Antônio Prado de Minas;Ubá;MURIAÉ;SUDESTE;1.633;31045;3107;25/04/2022 14:45;1.544;1.528;30;980;135;55;20
310320;Araçaí;Sete Lagoas;SETE LAGOAS;CENTRO;2.354;31024;3103;28/04/2022 14:51;2.101;1.909;60;1.412;163;181;93
310330;Aracitaba;Juiz de Fora;SANTOS DUMONT;SUDESTE;2.050;31046;3107;02/05/2022 10:45;1.744;1.748;35;1.527;146;120;89
310340;Araçuaí;Diamantina;ARAÇUAÍ;JEQUITINHONHA;37.415;31064;3104;03/05/2022 09:13;26.719;25.815;730;17.374;467;2.459;1.276
310350;Araguari;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;117.533;31075;3113;03/05/2022 11:17;87.738;89.846;2.650;50.684;2.981;5.615;2.665
310360;Arantina;Juiz de Fora;LIMA DUARTE;SUDESTE;2.869;31090;3107;02/05/2022 15:37;2.751;2.104;45;1.519;42;328;138
310370;Araponga;Ponte Nova;VIÇOSA;LESTE DO SUL;8.664;31061;3110;02/05/2022 08:43;7.769;6.593;140;4.554;257;742;589
310375;Araporã;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;6.990;31075;3113;03/05/2022 08:16;6.348;6.904;264;3.949;152;344;261
310380;Arapuá;Patos de Minas;SÃO GOTARDO;NOROESTE;2.875;31082;3109;03/05/2022 09:38;2.734;2.702;71;1.898;219;157;120
310390;Araújos;Divinópolis;DIVINÓPOLIS;OESTE;9.437;31086;3105;29/04/2022 15:49;8.046;7.292;136;4.581;462;655;457
310400;Araxá;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;105.581;31070;3112;03/05/2022 08:03;95.012;85.493;4.949;49.023;2.505;6.692;3.387
310410;Arceburgo;Alfenas;GUAXUPÉ;SUL;10.963;31.002;3101;03/05/2022 09:24;7.088;6.957;286;5.112;559;685;514
310420;Arcos;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;40.136;31.087;3105;03/05/2022 07:49;37.112;34.950;1.498;21.921;1.019;2.659;1.541
310430;Areado;Alfenas;ALFENAS/MACHADO;SUL;14.987;31001;3101;30/04/2022 08:12;11.001;10.660;356;7.424;554;1.105;749
310440;Argirita;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;2.833;31044;3107;27/04/2022 12:03;2.745;2.270;40;1.560;1.600;229;110
310445;Aricanduva;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;5.325;31027;3104;03/05/2022 07:31;4.108;3.921;75;2.430;161;406;260
310450;Arinos;Unaí;UNAÍ;NOROESTE;18.273;31058;3109;02/05/2022 10:29;12.918;11.917;325;5.779;234;1.024;357
310460;Astolfo Dutra;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;14.438;31044;3107;03/05/2022 08:47;11.283;10.053;415;6.252;477;796;333
310470;Ataléia;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;13.180;31099;3111;02/05/2022 10:44;10.580;9.010;415;3.012;30;302;180
310480;Augusto de Lima;Sete Lagoas;CURVELO;CENTRO;5.002;31.019;3103;20/04/2022 11:28;3.859;3.771;85;2.893;282;339;248
310490;Baependi;Varginha;SÃO LOURENÇO;SUL;19.352;31008;3101;03/05/2022 08:44;14.801;14.385;530;7.790;558;737;411
310500;Baldim;Sete Lagoas;SETE LAGOAS;CENTRO;7.919;31024;3103;03/05/2022 08:25;7.017;6.516;85;3.709;210;497;270
310510;Bambuí;Divinópolis;FORMIGA;OESTE;24.229;31.030;3105;29/04/2022 09:23;19.042;17.496;1.440;12.798;774;1.279;552
310520;Bandeira;Pedra Azul;ALMENARA/JACINTO;NORDESTE;4.898;31094;3111;03/05/2022 10:13;4.152;3.477;75;1.899;90;150;88
310530;Bandeira do Sul;Alfenas;ALFENAS/MACHADO;SUL;5.802;31001;3101;02/05/2022 09:33;5.077;4.549;95;3.006;197;483;336
310540;Barão de Cocais;Itabira;ITABIRA;CENTRO;31.878;31.021;3103;03/05/2022 10:09;26.568;24.677;995;17.414;1.795;2.722;1.755
310550;Barão de Monte Alto;Ubá;MURIAÉ;SUDESTE;5.607;31045;3107;25/04/2022 08:36;4.687;4.378;80;3.138;187;353;243
310560;Barbacena;Barbacena;BARBACENA;CENTRO SUL;137.594;31.013;3102;02/05/2022 16:57;116.914;109.517;3.030;71.102;5.290;7.648;4.167
310570;Barra Longa;Ponte Nova;PONTE NOVA;LESTE DO SUL;5.353;31060;3110;03/05/2022 07:17;4.981;4.885;117;3.690;165;433;314
310590;Barroso;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;21.193;31015;3102;03/05/2022 09:27;16.977;16.162;436;11.474;600;1.434;958
310600;Bela Vista de Minas;Itabira;JOÃO MONLEVADE;CENTRO;10.399;31023;3103;03/05/2022 09:37;7.945;7.310;100;4.549;268;749;401
310610;Belmiro Braga;Juiz de Fora;JUIZ DE FORA;SUDESTE;3.495;31097;3107;03/05/2022 11:42;2.806;2.827;70;1.768;238;256;150
310620;Belo Horizonte;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;2.518.452;31016;3103;27/04/2022 07:18;2.309.221;2.128.479;72.483;1.437.472;41.900;145.245;69.407
310630;Belo Oriente;Coronel Fabriciano;IPATINGA;VALE DO AÇO;26.348;31037;3114;02/05/2022 08:47;20.176;17.126;905;8.170;251;1.264;476
310640;Belo Vale;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;7.823;31016;3103;15/03/2022 10:32;8.146;6.941;232;3.303;0;247;70
310650;Berilo;Diamantina;ARAÇUAÍ;JEQUITINHONHA;12.178;31064;3104;27/04/2022 08:07;9.789;8.986;50;3.940;39;639;204
310660;Bertópolis;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;4.665;31062;3111;02/05/2022 07:40;3.572;3.489;61;1.146;0;218;164
310665;Berizal;Montes Claros;TAIOBEIRAS;NORTE;4.804;31085;3108;03/05/2022 07:16;3.760;3.779;80;2.194;131;330;183
310670;Betim;Belo Horizonte;BETIM;CENTRO;434.133;31017;3103;02/05/2022 17:14;337.586;321.089;12.667;186.708;7.229;32.601;19.185
310680;Bias Fortes;Juiz de Fora;LIMA DUARTE;SUDESTE;3.620;31090;3107;28/04/2022 09:40;3.085;2.852;45;1.738;77;207;136
310690;Bicas;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;14.762;31047;3107;02/05/2022 16:31;11.741;11.619;495;8.343;810;931;544
310700;Biquinhas;Sete Lagoas;SETE LAGOAS;CENTRO;2.598;31024;3103;19/04/2022 12:28;2.197;2.253;30;1.509;50;160;40
310710;Boa Esperança;Varginha;TRÊS PONTAS;SUL;40.830;31011;3101;02/05/2022 09:09;32.182;32.446;726;22.480;1.700;2.909;2.137
310720;Bocaina de Minas;Juiz de Fora;LIMA DUARTE;SUDESTE;5.189;31090;3107;03/05/2022 10:55;3.997;3.941;81;2.894;97;282;181
310730;Bocaiúva;Montes Claros;BOCAIÚVA;NORTE;51.148;31083;3108;20/04/2022 06:31;37.703;35.407;918;15.636;0;3.276;2.622
310740;Bom Despacho;Divinópolis;BOM DESPACHO;OESTE;50.350;31028;3105;29/04/2022 14:16;45.316;38.667;1.113;18.599;2.625;2.694;1.233
310750;Bom Jardim de Minas;Juiz de Fora;LIMA DUARTE;SUDESTE;6.612;31090;3107;30/04/2022 12:47;5.948;6.013;342;4.168;365;449;347
310760;Bom Jesus da Penha;Passos;PASSOS;SUL;4.296;31092;3101;03/05/2022 08:10;4.076;3.984;65;2.706;142;327;261
310770;Bom Jesus do Amparo;Itabira;ITABIRA;CENTRO;5.984;31021;3103;25/04/2022 16:23;4.835;4.588;51;2.738;125;492;231
310780;Bom Jesus do Galho;Coronel Fabriciano;CARATINGA;VALE DO AÇO;15.243;31034;3114;02/05/2022 16:01;11.781;10.224;155;5.231;417;734;364
310790;Bom Repouso;Pouso Alegre;POUSO ALEGRE;SUL;10.755;31007;3101;27/04/2022 10:37;10.802;9.750;150;5.157;708;896;485
310800;Bom Sucesso;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;17.977;31015;3102;29/04/2022 10:33;14.288;14.089;403;10.231;663;1.043;739
310810;Bonfim;Belo Horizonte;BETIM;CENTRO;7.004;31017;3103;02/05/2022 12:36;7.223;6.806;130;4.742;729;380;281
310820;Bonfinópolis de Minas;Unaí;UNAÍ;NOROESTE;5.613;31058;3109;03/05/2022 12:00;4.105;3.989;95;2.706;167;390;236
310825;Bonito de Minas;Januária;JANUÁRIA;NORTE;11.498;31053;3108;03/05/2022 05:47;7.182;6.981;75;4.333;199;941;734
310830;Borda da Mata;Pouso Alegre;POUSO ALEGRE;SUL;19.756;31007;3101;02/05/2022 07:00;15.881;14.655;282;10.111;1.134;1.096;735
310840;Botelhos;Alfenas;ALFENAS/MACHADO;SUL;15.213;31001;3101;02/05/2022 09:38;11.818;11.346;346;8.799;671;1.031;834
310850;Botumirim;Montes Claros;FRANCISCO SÁ;NORTE;6.450;31.051;3108;29/04/2022 10:08;4.845;4.214;90;2.423;57;426;233
310855;Brasilândia de Minas;Patos de Minas;JOÃO PINHEIRO;NOROESTE;16.104;31077;3109;03/05/2022 10:12;11.552;11.417;258;4.280;196;1.508;378
310860;Brasília de Minas;Januária;Brasília de Minas/S. Francisco;NORTE;32.663;31.049;3108;25/04/2022 08:54;24.446;23.118;351;10.126;77;1.625;850
310870;Brás Pires;Ubá;UBÁ;SUDESTE;4.429;31048;3107;19/04/2022 09:30;3.689;3.390;60;2.535;16;340;156
310880;Braúnas;Coronel Fabriciano;IPATINGA;VALE DO AÇO;4.966;31.037;3114;03/05/2022 07:23;3.987;3.670;72;3.115;410;302;220
310890;Brazópolis;Pouso Alegre;ITAJUBÁ;SUL;14.738;31003;3101;27/04/2022 20:38;11.437;11.223;175;7.676;641;919;694
310900;Brumadinho;Belo Horizonte;BETIM;CENTRO;40.814;31017;3103;03/05/2022 10:00;36.763;34.719;1.315;18.936;955;2.913;1.635
310910;Bueno Brandão;Pouso Alegre;POUSO ALEGRE;SUL;11.215;31007;3101;03/05/2022 09:47;9.393;8.992;130;5.813;605;549;386
310920;Buenópolis;Sete Lagoas;CURVELO;CENTRO;10.666;31019;3103;29/04/2022 16:22;7.168;6.927;141;4.640;257;749;451
310925;Bugre;Coronel Fabriciano;IPATINGA;VALE DO AÇO;4.126;31037;3114;02/05/2022 17:57;3.552;3.129;72;2.030;195;209;152
310930;Buritis;Unaí;UNAÍ;NOROESTE;24.788;31058;3109;02/05/2022 08:57;18.007;15.691;481;6.679;147;1.291;470
310940;Buritizeiro;Pirapora;PIRAPORA;NORTE;28.367;31055;3108;02/05/2022 12:59;17.978;17.003;298;6.110;35;1.098;152
310945;Cabeceira Grande;Unaí;UNAÍ;NOROESTE;7.077;31058;3109;28/04/2022 11:29;5.735;5.157;76;3.184;148;511;263
310950;Cabo Verde;Alfenas;GUAXUPÉ;SUL;14.293;31002;3101;28/04/2022 11:42;10.913;10.218;215;6.450;752;822;503
310960;Cachoeira da Prata;Sete Lagoas;SETE LAGOAS;CENTRO;3.751;31024;3103;28/04/2022 17:30;3.027;3.107;65;2.696;2.329;270;153
310970;Cachoeira de Minas;Pouso Alegre;POUSO ALEGRE;SUL;11.618;31007;3101;11/04/2022 08:54;9.354;9.006;195;6.267;192;688;327
310980;Cachoeira Dourada;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;2.743;31073;3113;03/05/2022 12:22;2.338;2.271;55;1.459;112;172;105
310990;Caetanópolis;Sete Lagoas;SETE LAGOAS;CENTRO;11.831;31024;3103;13/04/2022 13:30;8.415;6.004;185;4.720;113;806;126
311000;Caeté;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;44.934;31016;3103;25/04/2022 10:26;31.968;31.262;1.141;18.894;1.156;3.046;1.708
311010;Caiana;Manhuaçu;CARANGOLA;SUDESTE;5.412;31042;3107;29/04/2022 10:27;4.588;4.410;75;2.539;100;346;212
311020;Cajuri;Ponte Nova;VIÇOSA;LESTE DO SUL;4.060;31061;3110;02/05/2022 15:08;3.670;3.589;69;2.690;157;287;194
311030;Caldas;Pouso Alegre;POÇOS DE CALDAS;SUL;14.749;31.006;3101;02/05/2022 14:39;11.330;11.118;279;7.095;601;802;517
311040;Camacho;Divinópolis;CAMPO BELO;OESTE;3.101;31089;3105;22/04/2022 10:40;2.616;2.579;41;1.984;150;222;177
311050;Camanducaia;Pouso Alegre;POUSO ALEGRE;SUL;22.169;31007;3101;03/05/2022 12:27;19.780;17.940;605;10.645;518;1.727;825
311060;Cambuí;Pouso Alegre;POUSO ALEGRE;SUL;30.080;31007;3101;29/04/2022 11:52;24.303;22.120;275;14.162;758;1.773;888
311070;Cambuquira;Varginha;TRÊS CORAÇÕES;SUL;13.063;31010;3101;25/04/2022 08:59;10.772;9.866;185;6.335;75;858;408
311080;Campanário;Teófilo Otoni;ITAMBACURI;NORDESTE;3.731;31096;3111;29/04/2022 09:26;3.821;3.081;75;1.743;119;265;139
311090;Campanha;Varginha;TRÊS CORAÇÕES;SUL;16.806;31010;3101;12/04/2022 17:01;13.620;12.392;225;6.623;238;956;393
311100;Campestre;Alfenas;ALFENAS/MACHADO;SUL;21.282;31001;3101;03/05/2022 12:35;17.708;17.388;422;11.607;692;1.302;796
311110;Campina Verde;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;20.040;31073;3113;02/05/2022 08:22;15.770;14.649;328;8.649;200;997;544
311115;Campo Azul;Januária;Brasília de Minas/S. Francisco;NORTE;3.890;31049;3108;02/05/2022 07:26;2.726;2.653;41;1.678;136;289;219
311120;Campo Belo;Divinópolis;CAMPO BELO;OESTE;55.042;31089;3105;29/04/2022 16:56;43.332;43.377;1.032;30.316;2.210;3.298;1.851
311130;Campo do Meio;Alfenas;ALFENAS/MACHADO;SUL;11.841;31001;3101;02/05/2022 08:43;9.268;8.530;205;5.856;256;734;474
311140;Campo Florido;Uberaba;UBERABA;TRIÂNGULO DO SUL;8.297;31072;3112;03/05/2022 11:41;7.117;6.399;138;3.495;85;624;335
311150;Campos Altos;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;15.529;31.070;3112;28/04/2022 08:54;12.010;10.204;240;5.021;157;939;455
311160;Campos Gerais;Alfenas;ALFENAS/MACHADO;SUL;29.317;31001;3101;29/04/2022 08:32;23.091;19.759;1.219;12.463;818;1.924;870
311170;Canaã;Ponte Nova;VIÇOSA;LESTE DO SUL;4.730;31061;3110;26/04/2022 09:32;4.426;4.422;60;2.740;50;367;221
311180;Canápolis;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;12.047;31073;3113;03/05/2022 11:28;9.068;8.429;353;5.521;458;703;426
311190;Cana Verde;Divinópolis;CAMPO BELO;OESTE;5.623;31089;3105;02/05/2022 13:12;4.871;4.456;80;2.509;335;350;164
311200;Candeias;Divinópolis;CAMPO BELO;OESTE;15.292;31089;3105;29/04/2022 10:35;12.833;12.223;507;9.201;811;825;529
311205;Cantagalo;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;4.486;31080;3106;03/05/2022 07:08;3.314;3.312;65;2.100;167;361;281
311210;Caparaó;Manhuaçu;CARANGOLA;SUDESTE;5.540;31042;3107;03/05/2022 09:27;4.006;3.846;106;1.398;39;201;83
311220;Capela Nova;Barbacena;BARBACENA;CENTRO SUL;4.738;31013;3102;28/04/2022 09:30;4.440;3.876;90;2.483;183;307;214
311230;Capelinha;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;38.602;31027;3104;27/04/2022 10:06;33.823;30.442;1.261;17.159;273;3.186;1.425
311240;Capetinga;Passos;CÁSSIA;SUL;6.935;31.091;3101;26/04/2022 07:55;5.274;5.129;105;3.169;256;459;346
311250;Capim Branco;Sete Lagoas;SETE LAGOAS;CENTRO;9.810;31024;3103;28/04/2022 12:55;6.803;6.648;98;4.053;445;752;499
311260;Capinópolis;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;16.473;31.073;3113;19/04/2022 08:21;13.284;12.315;250;7.499;197;910;470
311265;Capitão Andrade;Governador Valadares;GOVERNADOR VALADARES;LESTE;5.566;31036;3106;03/05/2022 09:10;3.711;3.401;104;1.773;178;335;175
311270;Capitão Enéas;Montes Claros;FRANCISCO SÁ;NORTE;15.303;31051;3108;30/04/2022 16:54;12.115;10.951;265;4.338;220;1.042;483
311280;Capitólio;Passos;PIUMHI;SUL;8.721;31093;3101;02/05/2022 10:07;8.446;8.227;241;4.543;135;415;174
311290;Caputira;Manhuaçu;MANHUAÇU;LESTE DO SUL;9.395;31.059;3110;03/05/2022 09:00;7.791;7.069;105;3.353;211;449;241
311300;Caraí;Teófilo Otoni;PADRE PARAÍSO;NORDESTE;24.124;31067;3111;27/04/2022 08:03;16.940;15.025;261;8.337;251;1.462;810
311310;Caranaíba;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;3.311;31079;3102;29/04/2022 11:44;2.940;2.861;58;1.962;127;218;143
311320;Carandaí;Barbacena;BARBACENA;CENTRO SUL;25.702;31013;3102;03/05/2022 07:48;21.250;20.095;421;13.379;757;1.714;1.035
311330;Carangola;Manhuaçu;CARANGOLA;SUDESTE;33.636;31042;3107;03/05/2022 09:12;28.034;26.394;1.071;13.067;460;1.699;819
311340;Caratinga;Coronel Fabriciano;CARATINGA;VALE DO AÇO;94.022;31034;3114;26/04/2022 16:03;63.019;60.758;1.605;31.073;1.672;4.118;1.459
311350;Carbonita;Diamantina;DIAMANTINA;JEQUITINHONHA;9.566;31026;3104;13/04/2022 16:41;8.071;7.577;138;4.265;0;641;260
311360;Careaçu;Pouso Alegre;POUSO ALEGRE;SUL;6.724;31007;3101;02/05/2022 15:35;5.612;5.385;102;3.218;186;495;273
311370;Carlos Chagas;Teófilo Otoni;NANUQUE;NORDESTE;19.475;31066;3111;03/05/2022 10:44;15.733;15.022;415;9.079;660;1.335;824
311380;Carmésia;Itabira;GUANHÃES;CENTRO;2.616;31020;3103;28/04/2022 11:22;2.283;2.162;80;1.540;74;287;168
311390;Carmo da Cachoeira;Varginha;TRÊS CORAÇÕES;SUL;12.445;31010;3101;30/04/2022 15:34;10.477;9.799;258;5.532;351;966;743
311400;Carmo da Mata;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;11.638;31088;3105;29/04/2022 14:30;10.452;9.523;189;6.692;248;628;310
311410;Carmo de Minas;Varginha;SÃO LOURENÇO;SUL;15.013;31008;3101;03/05/2022 11:39;10.327;9.662;161;6.337;310;897;578
311420;Carmo do Cajuru;Divinópolis;DIVINÓPOLIS;OESTE;22.116;31086;3105;28/04/2022 11:03;18.702;17.128;405;11.724;819;1.617;936
311430;Carmo do Paranaíba;Patos de Minas;SÃO GOTARDO;NOROESTE;30.915;31082;3109;03/05/2022 10:27;27.715;24.975;1.183;17.135;1.240;1.868;1.187
311440;Carmo do Rio Claro;Passos;PASSOS;SUL;21.626;31.092;3101;30/04/2022 15:05;16.085;15.857;236;10.322;778;1.242;799
311450;Carmópolis de Minas;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;19.703;31088;3105;02/05/2022 17:12;14.793;14.024;426;8.310;368;1.131;659
311455;Carneirinho;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;10.130;31071;3112;02/05/2022 08:25;8.198;7.766;193;4.885;103;522;205
311460;Carrancas;Varginha;LAVRAS;SUL;4.090;31004;3101;03/05/2022 08:09;4.000;3.834;77;2.307;213;306;222
311470;Carvalhópolis;Alfenas;ALFENAS/MACHADO;SUL;3.644;31001;3101;27/04/2022 12:45;3.013;2.999;70;2.378;176;230;171
311480;Carvalhos;Varginha;SÃO LOURENÇO;SUL;4.618;31008;3101;01/05/2022 07:48;3.793;3.662;73;2.313;234;261;196
311490;Casa Grande;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;2.308;31079;3102;27/04/2022 10:16;1.998;1.950;30;1.380;50;153;109
311500;Cascalho Rico;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;3.130;31075;3113;03/05/2022 11:16;2.683;2.597;60;1.789;120;212;193
311510;Cássia;Passos;CÁSSIA;SUL;18.082;31.091;3101;03/05/2022 08:42;14.116;13.515;268;8.377;709;1.163;767
311520;Conceição da Barra de Minas;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;4.057;31015;3102;11/04/2022 11:45;3.150;3.140;130;2.114;50;238;138
311530;Cataguases;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;75.432;31044;3107;03/05/2022 08:22;59.044;54.217;1.506;35.568;3.166;4.156;2.274
311535;Catas Altas;Itabira;ITABIRA;CENTRO;5.360;31021;3103;03/05/2022 07:47;4.460;4.476;128;3.472;323;471;266
311540;Catas Altas da Noruega;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;3.710;31079;3102;28/04/2022 14:00;3.260;2.900;55;1.800;115;341;298
311545;Catuji;Teófilo Otoni;PADRE PARAÍSO;NORDESTE;6.449;31067;3111;29/04/2022 11:20;6.005;5.357;120;2.073;0;566;288
311547;Catuti;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;5.088;31052;3108;02/05/2022 08:47;4.194;3.776;65;2.269;182;309;176
311550;Caxambu;Varginha;SÃO LOURENÇO;SUL;21.898;31008;3101;27/04/2022 08:19;18.803;17.111;730;7.965;894;1.420;496
311560;Cedro do Abaeté;Sete Lagoas;SETE LAGOAS;CENTRO;1.191;31024;3103;30/04/2022 13:30;1.147;1.089;15;781;93;84;54
311570;Central de Minas;Governador Valadares;MANTENA;LESTE;7.168;31.038;3106;03/05/2022 10:06;5.010;5.009;75;4.215;140;422;342
311580;Centralina;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;10.561;31073;3113;12/04/2022 11:20;7.863;6.575;173;4.825;270;665;179
